Location,Lat,Long,22/1/20,23/1/20,24/1/20,25/1/20,26/1/20,27/1/20,28/1/20,29/1/20,30/1/20,31/1/20,1/2/20,2/2/20,3/2/20,4/2/20,5/2/20,6/2/20,7/2/20,8/2/20,9/2/20,10/2/20,11/2/20,12/2/20,13/2/20,14/2/20,15/2/20,16/2/20,17/2/20,18/2/20,19/2/20,20/2/20,21/2/20,22/2/20,23/2/20,24/2/20,25/2/20,26/2/20,27/2/20,28/2/20,29/2/20,1/3/20,2/3/20,3/3/20,4/3/20,5/3/20,6/3/20,7/3/20,8/3/20,9/3/20,10/3/20,11/3/20,12/3/20,13/3/20,14/3/20,15/3/20,16/3/20,17/3/20,18/3/20,19/3/20,20/3/20,21/3/20,22/3/20,23/3/20,24/3/20,25/3/20,26/3/20,27/3/20,28/3/20,29/3/20,30/3/20,31/3/20,1/4/20,2/4/20,3/4/20,4/4/20,5/4/20,6/4/20,7/4/20,8/4/20,9/4/20,10/4/20,11/4/20,12/4/20,13/4/20,14/4/20,15/4/20,16/4/20,17/4/20,18/4/20,19/4/20,20/4/20,21/4/20,22/4/20,23/4/20,24/4/20,25/4/20,26/4/20,27/4/20,28/4/20,29/4/20,30/4/20,1/5/20,2/5/20,3/5/20,4/5/20,5/5/20,6/5/20,7/5/20,8/5/20,9/5/20,10/5/20,11/5/20,12/5/20,13/5/20,14/5/20,15/5/20,16/5/20,17/5/20,18/5/20,19/5/20,20/5/20,21/5/20,22/5/20,23/5/20,24/5/20,25/5/20,26/5/20,27/5/20,28/5/20,29/5/20,30/5/20,31/5/20,1/6/20,2/6/20,3/6/20,4/6/20,5/6/20,6/6/20,7/6/20,8/6/20,9/6/20,10/6/20,11/6/20,12/6/20,13/6/20,14/6/20,15/6/20,16/6/20,17/6/20,18/6/20,19/6/20,20/6/20,21/6/20,22/6/20,23/6/20,24/6/20,25/6/20,26/6/20,27/6/20,28/6/20,29/6/20,30/6/20,1/7/20,2/7/20,3/7/20,4/7/20,5/7/20,6/7/20,7/7/20,8/7/20,9/7/20,10/7/20,11/7/20,12/7/20,13/7/20,14/7/20,15/7/20,16/7/20,17/7/20,18/7/20,19/7/20,20/7/20,21/7/20,22/7/20,23/7/20,24/7/20,25/7/20,26/7/20,27/7/20,28/7/20,29/7/20,30/7/20,31/7/20,1/8/20,2/8/20,3/8/20,4/8/20,5/8/20,6/8/20,7/8/20,8/8/20,9/8/20,10/8/20,11/8/20,12/8/20,13/8/20,14/8/20,15/8/20,16/8/20,17/8/20,18/8/20,19/8/20,20/8/20,21/8/20,22/8/20,23/8/20,24/8/20,25/8/20,26/8/20,27/8/20,28/8/20,29/8/20,30/8/20,31/8/20,1/9/20,2/9/20,3/9/20,4/9/20,5/9/20,6/9/20,7/9/20,8/9/20,9/9/20,10/9/20,11/9/20,12/9/20,13/9/20,14/9/20,15/9/20,16/9/20,17/9/20,18/9/20,19/9/20,20/9/20,21/9/20,22/9/20,23/9/20,24/9/20,25/9/20,26/9/20,27/9/20,28/9/20,29/9/20,30/9/20,1/10/20,2/10/20,3/10/20,4/10/20,5/10/20,6/10/20,7/10/20,8/10/20,9/10/20,10/10/20,11/10/20,12/10/20,13/10/20,14/10/20,15/10/20,16/10/20,17/10/20,18/10/20,19/10/20,20/10/20,21/10/20,22/10/20,23/10/20,24/10/20,25/10/20,26/10/20,27/10/20,28/10/20,29/10/20,30/10/20,31/10/20,1/11/20,2/11/20,3/11/20,4/11/20,5/11/20,6/11/20,7/11/20,8/11/20,9/11/20,10/11/20,11/11/20,12/11/20,13/11/20,14/11/20,15/11/20,16/11/20,17/11/20,18/11/20,19/11/20,20/11/20,21/11/20,22/11/20,23/11/20,24/11/20,25/11/20,26/11/20,27/11/20,28/11/20,29/11/20,30/11/20,1/12/20,2/12/20,3/12/20,4/12/20,5/12/20,6/12/20
Massachusetts,42.066276593999994,-71.41846876066667,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,6,14,28,72,91,96,110,132,161,222,295,363,512,760,1019,1297,1684,2006,2292,2900,3617,4364,5298,6238,6895,7418,8655,9919,11258,12537,14021,15183,16161,18089,20110,21972,23949,26004,27300,28225,30236,33093,35671,38054,41035,42511,43597,46276,48458,51155,53546,55822,57310,58152,60277,62380,64563,66601,68680,69708,70442,72318,74053,75754,77431,78885,79571,79957,81267,82716,84029,85341,86441,87087,87450,88766,89841,90856,91825,92687,93076,93378,93576,94440,95128,95769,96299,96568,96730,97237,97685,98144,98523,98862,99010,99161,99516,99862,100118,100344,100598,100694,100771,101005,101204,101452,101693,101867,101959,102038,102265,102454,102663,102866,103066,103201,103271,103473,103691,103910,104134,104233,104291,104395,104630,104868,105082,105337,105562,105682,105764,106030,106262,106562,106802,107022,107153,107226,107504,107764,108020,108279,108536,108695,108796,109157,109480,109799,110135,110455,110601,110711,111072,111379,111708,112060,112355,112522,112608,112976,113257,113559,113910,114250,114399,114517,114878,115254,115589,115926,116207,116354,116444,116835,117214,117591,117935,118304,118479,118617,119051,119447,119831,119481,119693,120101,120465,120683,120845,121024,121406,121858,122302,122564,122799,123082,123387,123816,124239,124797,125143,125383,125540,126096,126569,127020,127539,128126,128492,128944,129450,130155,130912,131525,132139,132598,133048,133573,133986,134720,135312,135870,136648,137267,137791,138362,139049,139614,140358,141185,141993,142629,143615,144592,145702,146819,148026,149042,150188,151438,152908,154196,155325,156056,156978,158564,160357,162375,164554,166362,167525,169554,172049,174533,177193,180002,182086,184042,186271,188998,191520,193785,196793,199484,201283,203494,206695,206695,211142,214029,216515,217718,220504,225138,231577,236767,242125,246860
Michigan,44.04362008975902,-85.18169553542172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,22,35,45,76,90,159,304,471,625,1131,1450,1936,2461,3025,3840,4828,5658,6708,7838,9533,11004,12932,14400,15836,17358,19117,20586,21798,23058,24274,24953,26005,27342,28394,29216,30550,31314,31976,32611,33279,34652,35977,37241,37661,38398,38880,39971,40990,41904,42850,43474,44080,44350,44841,45621,46176,46859,47397,47798,48312,48853,49381,50667,51270,51774,52131,52536,53110,53878,54458,54967,55460,55790,56015,56360,56722,57193,57782,58001,58482,58701,58970,59377,59694,60519,60610,60665,60785,60848,60863,61109,61313,61491,61711,61825,62000,62218,62515,62805,63240,63405,63643,63862,64201,64638,64956,65304,65558,65834,66331,66754,67332,67806,68201,68544,68846,69463,70109,70717,71329,71964,72406,72816,73487,74550,75446,76217,76939,77446,77958,78631,79338,80061,80684,81192,82269,82761,83484,84456,85356,86171,86904,87314,87912,88624,89286,90055,90803,91525,92022,92603,93329,93786,94914,95790,96738,97028,97512,98155,98890,99419,99419,100844,101586,102407,103153,104022,104852,105646,105646,106925,107413,108187,108847,109616,110610,111428,111428,112559,113050,114029,114977,116322,117115,117115,118322,118996,119795,120785,121558,122121,122121,123621,124365,125251,126353,127386,128382,128382,129713,130819,132010,133007,133985,135236,135236,136693,137839,139046,140443,141760,143360,143360,145262,146619,148231,150668,152827,154800,154800,157382,159249,161107,163264,165180,168576,168576,172583,175219,178671,182620,185893,189804,189804,196702,200103,204354,210175,214404,220788,220788,229521,236469,243037,250162,258639,265763,265763,278657,286434,292553,300064,309232,316169,316169,327996,334688,339455,339455,356444,364261,364261,374540,380931,388339,395897,403821,409490,409490
Minnesota,45.55201297954022,-94.43095302689653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,9,10,21,21,53,59,77,89,113,134,167,233,261,286,344,396,441,503,576,629,689,742,788,863,928,980,1063,1150,1238,1335,1423,1616,1616,1660,1807,1807,2070,2209,2352,2466,2563,2718,2939,3179,3441,3593,3811,4175,4637,5127,5717,6232,6643,7213,7829,8568,9345,10057,10773,11253,11774,12464,12901,13414,14216,14941,15639,16344,16994,17638,18166,18985,19829,20554,21293,21945,22403,22853,23465,24104,24761,25120,25425,25796,26198,26884,27405,27799,28136,28437,28787,29233,29730,30115,30415,30637,30827,31237,31617,31974,32399,32838,33147,33392,33683,34044,34535,34951,35467,35779,36220,36635,37128,37548,37548,38059,38491,39048,39502,40079,40681,41483,42193,42684,43078,43648,44256,44928,45381,46111,46348,47346,47839,48591,49346,50125,50986,51623,52095,52833,53574,54347,55060,55812,56420,57022,57670,58508,59059,59964,60764,61382,61708,62170,62858,63579,64267,65006,65568,65944,66493,67188,67997,68747,69461,70171,70583,71109,72249,73093,74112,75035,75705,76191,76928,77916,78800,79713,80407,81025,81410,81685,82057,82520,83429,84164,84793,85198,85663,86565,87642,88534,89808,90730,91202,91882,92862,94034,95489,96554,97484,98294,98980,100037,101194,102622,103649,104612,105578,106490,107746,109119,110645,112055,113229,114367,115761,116918,119178,120895,122592,124174,125336,126396,127887,129652,131921,133512,135080,137343,139249,142073,145262,148185,150436,153387,156852,160692,164633,169958,174707,180564,184505,189443,194292,201468,206943,215705,223189,230678,236630,241723,249533,256371,262589,269630,276157,282558,288916,288916,294615,303656,312476,318378,321917,327095,333245,338557,344807,350345
Mississippi,32.792726566585365,-89.64572580048781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,6,12,21,34,50,80,98,207,249,320,377,485,579,663,759,758,937,1073,1177,1358,1455,1638,1738,1915,2003,2260,2469,2642,2781,2942,3087,3360,3624,3793,3974,4274,4512,4716,4894,5153,5434,5718,5911,6094,6342,6569,6815,7212,7441,7550,7877,8207,8424,8686,9090,9378,9501,9674,9908,10090,10483,10801,11123,11296,11432,11704,11967,12222,12625,13005,13260,13458,13731,14044,14372,14793,15229,15523,15752,16041,16322,16560,16769,17039,17270,17768,18123,18483,18483,19091,19348,19516,19799,20152,20641,20641,20641,20641,20641,22329,22898,23424,24516,25066,25531,25892,26567,27247,27900,28770,29684,30674,30900,31257,32214,32888,33591,34622,35419,36287,36680,37542,38567,39797,40829,41846,42638,43889,45524,47071,48053,49585,50981,52154,52781,54085,55804,57579,58747,59881,60553,61125,62199,63444,64400,65436,66646,67173,67649,68293,69374,69986,70930,71755,72136,72412,73207,74555,75449,76323,77268,77894,78405,79206,80110,80695,81294,82029,82676,82950,83584,84365,85116,85939,86478,86888,87130,87379,87805,88322,89175,89620,89874,90018,90523,91234,91935,92432,93087,93364,93556,94021,94573,95310,96032,96677,96859,97049,97638,98190,98886,99558,100167,100488,100703,101678,102241,102819,103681,104638,104932,105228,105941,106817,108139,109255,110006,110006,110592,111322,112123,113081,113876,115088,115088,115763,116617,117617,118587,119336,120160,120500,120865,121509,122275,123887,124854,125885,126689,127205,128138,129394,130665,131970,133340,134309,134898,135803,137396,138791,140429,142401,143180,143879,144544,145636,147382,148387,149940,151785,153270,154411,156868,159036,161516,163458,164931
Missouri,38.456764881637945,-92.4994868846552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,4,5,8,14,21,40,72,89,122,221,285,382,577,744,864,934,1289,1550,1803,2003,2124,2469,2565,3029,3326,3510,3754,4149,4395,4534,4714,4879,5005,5308,5520,5713,5881,6043,6242,6433,6699,6942,7107,7274,7443,7590,7760,7955,8190,8449,8712,8998,9195,9447,9683,9829,9988,10105,10212,10329,10520,10684,10873,11049,11172,11320,11452,11628,11775,11986,12145,12394,12549,12721,12872,13083,13233,13400,13573,13787,14055,14298,14586,14753,15042,15132,15355,15566,15754,15946,15996,16231,16261,16610,16856,17069,17371,17666,18057,18460,18593,19005,19123,19637,20216,20572,20796,21315,21812,22104,22635,23160,23583,23816,24210,24917,25589,26409,27069,27606,27880,28289,29240,30057,30873,31738,32704,33521,34102,35194,36497,38060,39635,41034,42160,43489,45181,46942,49139,50616,51632,52184,53214,54422,55614,56773,57837,58021,59383,60359,61440,62956,64429,65793,67004,68196,69225,70055,71285,72353,73623,74952,75783,76597,77390,78743,80214,81672,83168,84474,85635,86738,88216,89639,91228,93171,94492,95406,96181,97504,98738,100268,102290,103997,105278,106637,107853,109557,111390,112864,114170,115537,116612,118205,119561,121456,123506,125026,126265,126531,126715,126906,130981,132630,134079,135374,136327,137420,138987,141003,145682,145938,146154,146359,150794,152662,154923,157108,158955,160437,161849,163275,165210,167193,169829,171796,173514,175130,177319,177707,183129,185992,188325,191223,193441,196253,200042,204404,208941,212869,216144,220720,224664,229712,234116,243762,244541,248715,254151,258778,263143,267914,272821,277112,280645,284612,289002,293496,296665,299095,302409,306206,309169,312046,316235,320472,325588,329420
Montana,46.97469113196428,-109.70039488214287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,8,10,10,19,26,33,33,45,65,90,109,129,154,171,198,208,241,243,265,286,299,319,332,354,365,377,387,394,399,404,415,422,426,433,433,437,439,442,444,445,448,449,451,451,453,453,455,455,457,456,456,456,458,458,458,459,461,462,462,466,468,468,470,471,478,479,479,479,479,479,479,481,485,493,505,515,519,523,525,539,541,540,545,548,554,561,563,573,588,601,609,614,630,655,666,698,717,734,743,764,803,829,852,863,919,967,1016,1083,1128,1167,1212,1249,1327,1371,1466,1593,1677,1758,1843,1952,2096,2231,2366,2471,2533,2620,2711,2812,2909,3038,3259,3341,3380,3474,3676,3814,3965,4081,4193,4233,4314,4429,4602,4757,4889,4952,5017,5104,5268,5407,5541,5659,5750,5792,5846,5956,6072,6216,6376,6429,6489,6624,6785,6929,7063,7251,7340,7421,7509,7691,7871,8019,8164,8264,8316,8381,8468,8663,8785,8925,9021,9107,9244,9431,9647,9871,10163,10299,10429,10700,10912,11242,11564,11907,12107,12413,12724,13071,13500,13855,14356,14635,14847,15347,16063,16677,17399,18117,18702,19125,19611,20210,20933,21595,22225,22821,23390,24093,24712,25640,26503,27142,27880,28501,29346,29966,30853,31916,32801,33495,34252,35159,35955,36968,37947,38948,39679,40053,41151,42070,43031,44244,45886,47158,48027,49398,50582,51818,53293,54542,55680,56381,57504,58565,59682,59796,60845,61801,62198,63205,64340,65122,66436,67069,67875
Nebraska,41.321794947204275,-99.03901222387097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,5,10,14,18,17,18,23,24,29,33,38,51,51,66,71,74,80,96,104,143,169,207,244,278,320,363,416,446,519,568,635,699,768,791,879,882,929,974,1189,1434,1611,1685,1801,2195,2424,2719,3020,3324,3494,3828,4233,5008,5317,5661,6037,6373,6689,7068,7694,8093,8171,8407,8532,8912,9260,9610,10055,10177,10463,10692,10952,11257,11493,11794,11945,12173,12430,12792,13057,13441,13688,13882,14130,14401,14670,14922,15189,15355,15447,15569,15701,15841,16135,16342,16460,16550,16675,16862,17055,17238,17412,17520,17625,17776,17912,18038,18179,18354,18601,18726,18867,19003,19134,19286,19500,19661,19761,19880,20075,20302,20500,20661,20884,21056,21284,21601,21861,22017,22247,22366,22463,22722,23070,23359,23688,24044,24265,24486,24757,25013,25273,25617,26066,26251,26559,26801,27027,27339,27674,27962,28106,28296,28541,28876,29084,29505,29827,30086,30218,30404,30662,30862,31182,31443,31610,31713,31879,32198,32569,32967,33311,33631,33921,34155,34437,34844,35313,35520,35664,35741,35832,36326,36768,37216,37694,37963,38042,38482,38810,39249,39737,40195,40603,40887,41165,41536,42032,42465,42885,43327,43790,44276,44745,45274,45869,46645,47068,47473,47908,48399,49005,49671,49671,51481,51970,52435,53138,54075,55030,56318,56927,57664,58405,59000,59898,60867,62079,62776,63347,64031,64915,66070,67655,69110,70204,71135,72088,73474,75265,77346,80013,81712,83274,84855,87032,89230,91828,94153,96050,97364,100782,102966,105746,108363,110739,112099,113108,114960,114960,116716,121949,123070,124316,125439,127364,129146,131479,133647,135254,137484,138749
Nevada,39.25599674470589,-117.5639935352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,4,4,7,10,18,20,20,45,55,55,84,143,151,154,156,263,308,416,520,533,651,880,1012,1131,1315,1498,1708,1830,1920,2091,2259,2399,2576,2606,2813,2990,3134,3206,3212,3426,3592,3708,3794,3903,4075,4204,4333,4523,4639,4700,4821,4934,5053,5248,5389,5472,5630,5660,5741,5855,5891,6049,6120,6143,6282,6476,6504,6733,6813,6949,7061,7096,7388,7400,7525,7526,7881,7956,8057,8150,8248,8376,8517,8628,8702,8858,8951,9129,9309,9491,9669,9816,10045,10218,10473,10704,10997,11201,11315,11683,11854,12169,12524,12976,13240,13528,13997,14362,14859,15240,16339,17160,17894,18456,19101,19733,20718,21575,22418,22909,23785,24301,24904,25908,26838,27683,28515,29619,30468,31915,33295,34477,35765,36713,37528,38657,39919,40885,41816,42843,43831,44936,45806,46824,48088,49074,50205,51199,52179,52828,53557,54533,55419,56230,56972,57520,58048,58650,59749,60608,61305,61967,62639,63028,63584,64433,65069,65601,66010,66413,66666,67220,67852,68461,68908,69228,69633,69872,70223,70712,71102,71610,71967,72104,72258,72546,72806,73220,73537,73814,74040,74248,74595,75096,75419,75804,76036,76298,76807,77197,77753,78355,78728,79191,79595,79980,80410,81182,81708,82100,82437,82916,83347,83827,84593,85399,85779,86348,86835,87314,87969,88685,89652,90261,90843,91499,92064,92853,93665,94812,95703,96178,96908,97479,98552,99784,100761,101477,102114,103025,104093,105360,106922,108746,110022,110982,112304,113411,114880,116737,119006,120183,122099,123795,125459,127876,129714,131733,133888,136227,139098,142240,144781,146317,149229,150527,152171,154842,156997,159532,162434,165628,168140
New Hampshire,43.478972876,-71.57765670500001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,4,4,4,5,6,6,7,7,17,26,37,37,48,61,73,78,101,108,137,154,187,214,258,357,367,479,479,540,617,714,714,746,787,787,885,928,984,921,1139,1139,1285,1342,1390,1443,1476,1571,1659,1717,1788,1859,1927,2003,2051,2143,2295,2395,2499,2573,2621,2721,2822,2919,2979,3043,3129,3213,3273,3348,3419,3546,3586,3620,3710,3854,3920,3997,4074,4135,4185,4219,4276,4379,4486,4486,4645,4679,4739,4785,4868,4868,5009,5034,5070,5070,5170,5205,5246,5294,5313,5340,5360,5433,5449,5485,5517,5542,5555,5570,5596,5636,5669,5715,5745,5759,5781,5801,5821,5855,5871,5893,5911,5931,5951,5972,5989,6022,6048,6063,6091,6113,6139,6165,6188,6203,6249,6262,6295,6318,6375,6415,6436,6441,6500,6513,6541,6582,6613,6634,6659,6689,6716,6739,6776,6812,6829,6840,6861,6886,6921,6964,6980,6988,7004,7017,7036,7048,7069,7092,7101,7134,7150,7150,7191,7213,7243,7251,7273,7295,7306,7345,7366,7415,7443,7474,7491,7491,7570,7619,7651,7693,7711,7747,7780,7780,7859,7917,7941,7947,7984,8004,8042,8081,8118,8168,8203,8230,8263,8313,8532,8592,8642,8642,8725,8725,8876,8963,9083,9137,9200,9269,9341,9418,9508,9613,9613,9732,9815,9900,9979,10098,10222,10310,10381,10509,10623,10750,10864,11058,11178,11284,11412,11529,11764,11959,12179,12415,12620,12839,13044,13356,13785,14055,14396,14740,15012,15413,15911,16301,16779,17078,17500,17847,18225,18225,18976,19652,20120,20620,21351,21879,22483,23239,23563,24049
New Jersey,40.286440910952386,-74.62244971476191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,5,15,23,29,49,69,72,176,250,397,633,798,1187,1693,2425,3030,3472,5398,6841,8646,10366,12789,15010,17743,20724,25087,30189,33684,37569,42209,46046,50031,53939,57227,60576,63381,67122,69841,74269,77748,80672,84716,88137,89314,94869,98917,101664,104966,108357,110370,113138,115647,118174,120607,123041,126103,127622,130043,131296,133991,135840,137397,138754,140206,140917,141471,142451,143984,144934,146504,148240,149356,150776,151586,152579,153140,153928,154866,155536,155930,157153,158396,159214,159943,160466,160975,161608,162104,162933,163503,163791,164212,164541,165135,165584,165972,166407,166685,166917,167285,167579,167958,168336,168685,169059,169362,169622,169800,169490,169883,170176,170531,170636,171025,171285,171684,172084,172354,172717,172916,173196,173383,173605,173961,174312,174633,174866,175271,175633,175865,175921,176148,176109,176313,176568,176963,177216,177670,178178,178656,179111,179615,180111,180324,181012,181373,181676,181942,182326,182687,183059,183408,183787,184127,184386,184815,185198,185655,186163,186669,187013,187341,187696,188049,188203,188489,188919,189175,189401,189711,190009,190312,190643,190983,191247,191592,191974,192291,192668,193115,193440,193750,194086,194360,194691,195106,195575,196031,196323,196655,197103,197472,198037,198534,198993,199432,199814,200254,200642,201207,201760,202514,203212,203768,204224,204946,205551,206287,207222,207828,208331,208989,209493,210790,211650,212515,213253,213724,214693,215640,216609,217424,218370,219619,220808,221777,222819,223957,224998,226827,227964,229179,230851,232460,234023,236001,237323,239018,240373,242275,244688,246646,248817,252018,254026,256057,259832,262856,266344,269744,274084,278590,280824,284813,288828,293048,296730,301389,305310,308864,313152,317185,321667,325726,327692,333224,336418,341037,345376,350178,355856,361199,367173
New Mexico,34.54935897878787,-105.88710740909092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,13,13,21,23,28,35,42,55,57,83,100,113,113,136,208,237,237,315,327,372,487,504,624,686,794,821,865,1081,1091,1245,1262,1345,1484,1484,1597,1798,1845,1971,1971,2210,2379,2521,2660,2726,2825,2974,3213,3411,3513,3732,3850,4031,4138,4291,4493,4673,4759,4844,5039,5163,5302,5437,5588,5767,5857,5991,6086,6307,6323,6476,6476,6755,6837,6925,7044,7155,7278,7401,7462,7575,7682,7773,7876,8067,8192,8332,8454,8493,8641,8740,8876,8961,9044,9137,9222,9316,9372,9502,9608,9702,9831,9969,10105,10306,10515,10726,10910,11082,11242,11368,11611,11852,12138,12331,12580,12799,13084,13317,13615,13838,14092,14355,14578,14904,15201,15517,15781,16016,16260,16562,16867,17199,17508,17807,18061,18349,18619,18888,19137,19349,19531,19751,19862,20072,20288,20488,20670,20813,21013,21142,21339,21512,21682,21855,21997,22103,22189,22268,22435,22637,22781,22786,23080,23153,23217,23414,23602,23723,23858,23963,24032,24139,24291,24491,24581,24727,24786,24823,24860,24945,25106,25238,25336,25434,25505,25582,25699,25857,26007,26151,26218,26322,26429,26614,26850,27113,27315,27466,27606,27778,28056,28280,28618,28914,29094,29248,29560,29984,30363,30843,31308,31548,31920,32270,32843,33499,34259,34811,35253,35739,36331,37138,37791,38567,39412,40165,40884,41464,42119,43192,44196,44772,45448,46315,47410,48393,49227,50458,51661,52784,54178,55430,56874,58587,59809,60933,61939,63186,65260,68113,71700,74660,77002,79404,81627,83705,85541,87223,89260,91383,92801,94472,96783,96783,100184,102188,104106,105289
New York,42.5441513332258,-75.47418330774194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,21,24,76,105,138,152,216,296,379,532,633,961,1407,2507,4203,7211,10410,15168,20777,25681,30841,37397,44701,52400,59648,66663,75853,83948,92506,102987,113833,123160,131815,139875,151061,161779,172348,181026,189033,195749,203020,214454,223691,230597,237403,243551,248631,253496,258427,263460,271590,282143,288045,291996,295106,299691,304372,308314,312977,316415,318953,321192,323978,327469,330407,333122,335395,337055,338485,340661,343051,345813,348232,350121,351371,352845,354370,356458,358154,359926,361515,362764,363836,364965,366733,368284,369660,370770,371711,373040,374085,375133,376208,377316,378097,378799,379482,380156,380892,381714,382630,383324,383944,384575,385142,385760,386556,387272,387936,388488,389085,389666,390415,391220,391923,392539,392930,393454,394079,394954,395872,396598,397131,397649,398237,398929,399513,400299,401029,401706,402263,403175,404006,404775,405551,406305,406807,407326,408181,408886,409697,410450,411200,411736,412344,412878,413593,414370,415014,415767,416298,416843,417589,418225,418928,419642,420345,420860,421336,422003,422703,423440,424167,424901,425508,425916,426571,427202,427803,428512,429165,429737,430145,430774,431340,432131,432767,433402,434100,434756,435510,436218,437107,437971,438772,439501,440021,440578,441154,441911,442791,443640,444365,444948,445714,446366,447262,448052,449038,449900,450473,451227,451892,452847,453755,454760,455626,456460,457649,458649,460031,461629,463360,464582,465515,466908,468268,470104,471696,473143,474286,475315,476708,477940,479400,481107,482891,484281,485279,486480,488506,490134,491771,493832,495464,496655,498646,500677,503176,505431,507543,509735,511368,513689,515815,518812,522021,525608,529036,532180,536145,540965,545762,551163,556551,560200,563690,568778,574072,579382,584850,590823,596214,602120,607001,613266,620199,628375,634438,641161,647980,655265,664238,674093,685364,696125,705827
North Carolina,35.62420971000002,-79.50109873960002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,7,7,9,17,22,32,33,39,62,104,152,208,287,325,423,544,661,791,963,1105,1234,1426,1578,1855,2093,2380,2635,2891,3153,3453,3700,3993,4230,4535,4839,5024,5195,5484,5877,6171,6524,6815,7033,7331,7728,8200,8634,8928,9338,9781,10144,10711,11120,11585,11929,12167,12483,12928,13541,14051,14516,15002,15274,15601,16025,16733,17527,18269,18754,19161,19684,20189,21014,21802,22750,23323,23876,24337,24952,25613,26749,27826,28736,29514,30153,30966,32198,33454,34771,35721,36834,37664,38528,39805,41435,42932,44295,45386,46348,47216,48595,50214,51710,53009,54129,55157,56442,57817,59437,61207,62736,64069,65331,67226,68830,70905,72368,73779,75216,76609,78207,80209,82222,84493,86492,88316,90397,92334,94365,96331,98698,100494,101815,103730,105565,108017,110269,112320,114127,115718,117767,119375,121739,123690,125678,127080,128450,130030,131257,133210,135076,136862,138227,139040,140375,141736,143513,145082,146679,148020,148906,150163,151542,153591,155580,157370,158889,160106,161601,162995,165156,167143,168682,170377,171487,172879,174221,176173,177877,179534,180695,181517,182334,183399,184649,186339,187841,188945,189768,191028,192394,194062,195610,197128,198266,199085,200287,201411,203166,204875,206549,207774,208566,209718,210543,210632,212898,214684,216886,217496,219728,221258,222969,225397,227431,229752,231470,232745,234481,236407,238939,241623,243725,246028,247172,248750,250589,252992,255000,258292,260099,261714,263883,266136,269020,271829,274633,276690,278024,280376,282802,285661,288568,291245,293339,294857,297442,300559,303454,305232,309116,312234,314206,317490,320856,324668,328740,331873,336765,339190,342287,346506,346506,354512,357954,361776,364508,367387,371580,377071,382522,388131,394929
